date	piezo	pluie	etp	debit
24/07/2007	242.12	0.2	4.1	0.48
25/07/2007	241.97	3	2.2	0.41
26/07/2007	241.85	1	2.3	0.41
27/07/2007	241.69	5	1	0.4
28/07/2007	241.58	0.8	3	0.45
29/07/2007	241.48	5.8	1.4	0.44
30/07/2007	241.36	0.2	3.5	0.45
31/07/2007	241.25	0.2	3.7	0.35
01/08/2007	241.16	0.2	4.4	0.31
02/08/2007	241.05	1.4	2.4	0.29
03/08/2007	240.92	0.2	4	0.28
04/08/2007	240.81	0	4.3	0.25
05/08/2007	240.73	2.2	5	0.24
06/08/2007	240.63	0.2	3.4	0.23
07/08/2007	240.51	5.2	2	0.22
08/08/2007	240.39	0	3.1	0.22
09/08/2007	240.29	0.2	3.7	0.21
10/08/2007	240.2	0	4	0.2
11/08/2007	240.12	0	3.9	0.19
12/08/2007	240.04	0.2	3	0.19
13/08/2007	239.96	1.6	2.6	0.19
14/08/2007	239.91	20.6	0.9	0.33
15/08/2007	239.84	5	2.7	0.49
16/08/2007	239.74	0.2	3	0.35
17/08/2007	239.65	0	2.6	0.26
18/08/2007	239.6	6.6	1	0.25
19/08/2007	239.54	1.2	2.1	0.33
20/08/2007	239.49	22	1	0.62
21/08/2007	239.41	0.4	0.6	1
22/08/2007	239.33	1.4	1.4	0.52
23/08/2007	239.27	0	1.6	0.43
24/08/2007	239.2	0	1.9	0.35
25/08/2007	239.1	0.2	3.2	0.29
26/08/2007	239.08	0.2	3	0.25
27/08/2007	239.1	0	2.6	0.24
28/08/2007	239.11	0	3.2	0.23
29/08/2007	239.06	0.2	3.2	0.21
30/08/2007	238.98	0	1.6	0.2
31/08/2007	238.93	0	2.7	0.2
01/09/2007	238.9	0	2.5	0.2
02/09/2007	238.87	0.6	2.3	0.2
03/09/2007	238.83	0.6	2.2	0.2
04/09/2007	238.73	0.4	3	0.19
05/09/2007	238.68	0	2.9	0.18
06/09/2007	238.65	0.4	2.3	0.17
07/09/2007	238.62	0.4	2.7	0.17
08/09/2007	238.59	0	2.6	0.17
09/09/2007	238.55	0.2	2.4	0.16
10/09/2007	238.51	0	2.1	0.16
11/09/2007	238.46	0.2	2.6	0.16
12/09/2007	238.41	0.4	2.4	0.15
13/09/2007	238.39	0.4	2.5	0.14
14/09/2007	238.34	0.2	2.1	0.14
15/09/2007	238.29	0.4	1.4	0.14
16/09/2007	238.31	1.6	2.7	0.14
17/09/2007	238.28	17.2	0.8	0.27
18/09/2007	238.15	0	2.3	0.24
19/09/2007	238.13	0	2.4	0.19
20/09/2007	238.12	0.2	1.3	0.17
21/09/2007	238.11	0.2	2.2	0.16
22/09/2007	238.06	0	2.3	0.15
23/09/2007	238.05	11.6	0.8	0.15
24/09/2007	238.03	1.2	2.4	0.25
25/09/2007	237.99	1.6	1.7	0.2
26/09/2007	237.94	2.4	1.8	0.2
27/09/2007	237.92	0	1.4	0.2
28/09/2007	237.9	0.2	1.3	0.17
29/09/2007	237.86	0	1.7	0.16
30/09/2007	237.8	7	0.9	0.15
01/10/2007	237.75	0.2	1.1	0.17
02/10/2007	237.72	0.2	0.3	0.16
03/10/2007	237.68	0.2	1.8	0.16
04/10/2007	237.63	0.4	1.1	0.15
05/10/2007	237.61	0.2	1.6	0.14
06/10/2007	237.58	0.2	1	0.14
07/10/2007	237.54	0.2	1.4	0.14
08/10/2007	237.49	0	1.6	0.13
09/10/2007	237.47	4.4	0.6	0.13
10/10/2007	237.46	0.4	0.9	0.14
11/10/2007	237.4	0.2	1.4	0.13
12/10/2007	237.39	0.4	1.5	0.12
13/10/2007	237.38	0.4	0.8	0.12
14/10/2007	237.39	0.2	1	0.12
15/10/2007	237.36	0.2	1.3	0.12
16/10/2007	237.33	4.8	1	0.11
17/10/2007	237.25	0.2	1.5	0.12
18/10/2007	237.19	0	1.6	0.11
19/10/2007	237.19	0	1.3	0.1
20/10/2007	237.18	0	1.3	0.1
21/10/2007	237.18	0	1.8	0.1
22/10/2007	237.19	0	1.4	0.1
23/10/2007	237.16	0	1.2	0.09
24/10/2007	237.11	0	0.8	0.09
25/10/2007	237.09	0	0.7	0.09
26/10/2007	237.05	0	0.8	0.09
27/10/2007	236.99	0	1.2	0.09
28/10/2007	237.01	3.8	0.4	0.09
29/10/2007	237.01	0.6	1.2	0.13
30/10/2007	236.92	0.8	0.9	0.12
31/10/2007	236.87	0	0.6	0.12
01/11/2007	236.85	0	0.4	0.11
02/11/2007	236.84	0	1	0.1
03/11/2007	236.84	0	1.2	0.1
04/11/2007	236.83	0.4	0.8	0.1
05/11/2007	236.78	0	0.6	0.09
06/11/2007	236.73	0	1	0.09
07/11/2007	236.74	1.2	0.4	0.09
08/11/2007	236.76	0.8	0.9	0.1
09/11/2007	236.68	0	1.2	0.09
10/11/2007	236.67	0	1.3	0.09
11/11/2007	236.68	0.4	1.3	0.09
12/11/2007	236.64	0	0.7	0.09
13/11/2007	236.64	0.6	0.6	0.09
14/11/2007	236.58	1.2	1.2	0.09
15/11/2007	236.52	0.2	0.8	0.09
16/11/2007	236.49	0	0.8	0.09
17/11/2007	236.49	0.6	0.9	0.09
18/11/2007	236.65	15.8	0	0.14
19/11/2007	236.57	4.4	0.5	0.16
20/11/2007	236.51	10.2	0	0.21
21/11/2007	236.45	18.6	0	0.31
22/11/2007	236.39	0.2	0.7	0.32
23/11/2007	236.3	2	0.5	0.23
24/11/2007	236.26	2.4	0.6	0.19
25/11/2007	236.29	0.6	0.3	0.17
26/11/2007	236.27	1.4	0.2	0.15
27/11/2007	236.3	3.8	0.2	0.15
28/11/2007	236.35	1.2	0.1	0.18
29/11/2007	236.38	2.4	0.4	0.21
30/11/2007	236.31	10	0.1	0.19
01/12/2007	236.29	0.2	0.6	0.28
02/12/2007	236.31	24.8	1	0.48
03/12/2007	236.22	1.4	1	0.55
04/12/2007	236.19	3.8	0.2	0.35
05/12/2007	236.29	9.2	0.9	0.44
06/12/2007	236.31	10.8	0	0.41
07/12/2007	236.52	5.2	0.7	0.48
08/12/2007	236.79	21.8	0.4	0.61
09/12/2007	237.1	14.6	0.9	0.63
10/12/2007	237.27	0.6	1.5	0.65
11/12/2007	237.61	0	0.8	0.47
12/12/2007	238.08	0	0.5	0.4
13/12/2007	238.47	0	0.5	0.36
14/12/2007	238.79	0	0.4	0.34
15/12/2007	239.08	0	0.1	0.32
16/12/2007	239.2	0	0.5	0.3
17/12/2007	239.24	0	0.5	0.28
18/12/2007	239.27	0	0.6	0.27
19/12/2007	239.3	0	0.3	0.25
20/12/2007	239.36	0	1.5	0.25
21/12/2007	239.42	0	0.5	0.25
22/12/2007	239.45	0	0.8	0.25
23/12/2007	239.46	0	0.4	0.25
24/12/2007	239.49	0	0.2	0.25
25/12/2007	239.53	13.4	0.4	0.4
26/12/2007	239.5	0.8	0.1	0.41
27/12/2007	239.5	0	0.4	0.32
28/12/2007	239.53	3	0.4	0.28
29/12/2007	239.58	1.4	0.9	0.3
30/12/2007	239.58	0	0.8	0.27
31/12/2007	239.61	1	0.3	0.25
01/01/2008	239.67	0	0.3	0.24
02/01/2008	239.74	0.4	0.3	0.24
03/01/2008	239.82	2.6	0	0.25
04/01/2008	239.81	9.4	0.2	0.32
05/01/2008	239.82	4.8	0.3	0.68
06/01/2008	239.81	14.8	0.3	0.61
07/01/2008	239.85	1.4	1	0.57
08/01/2008	240.07	4.6	0.3	0.42
09/01/2008	240.34	1.6	0.5	0.4
10/01/2008	240.58	34	0.1	0.47
11/01/2008	241.11	12.4	0.2	1.23
12/01/2008	242.72	5	0.1	0.85
13/01/2008	243.71	8.2	0.6	0.68
14/01/2008	244.43	10.8	0.6	0.73
15/01/2008	245	37.6	0.4	1.39
16/01/2008	245.82	3.2	0.4	1.73
17/01/2008	246.29	2.6	0.2	1.14
18/01/2008	246.2	1.8	0.2	0.98
19/01/2008	245.97	0	1.2	0.9
20/01/2008	245.76	0	1.1	0.83
21/01/2008	245.59	0.6	0.6	0.77
22/01/2008	245.32	0	0.8	0.73
23/01/2008	245.1	0.2	0.7	0.68
24/01/2008	244.91	0.4	0.4	0.65
25/01/2008	244.67	0	0.8	0.6
26/01/2008	244.51	0	1.2	0.58
27/01/2008	244.36	0	1.8	0.56
28/01/2008	244.21	0	0.5	0.55
29/01/2008	244.07	2.2	0.6	0.54
30/01/2008	243.91	0.6	0.9	0.57
31/01/2008	243.8	17	0.1	0.62
01/02/2008	243.72	10	0.4	0.98
02/02/2008	243.55	0	0.7	0.77
03/02/2008	243.66	14	0.8	0.67
04/02/2008	243.73	25	0.7	0.78
05/02/2008	243.88	5	0.2	1.45
06/02/2008	244.34	0.4	1.1	1.08
07/02/2008	244.91	0	0.6	0.76
08/02/2008	245.24	0	1.3	0.69
09/02/2008	245.27	0	1.5	0.65
10/02/2008	245.14	0	1.4	0.61
11/02/2008	245	0	1.5	0.58
12/02/2008	244.81	0	1.4	0.56
13/02/2008	244.6	0	1.1	0.54
14/02/2008	244.43	0	1.1	0.52
15/02/2008	244.25	0	0.5	0.51
16/02/2008	244.05	0	0.9	0.48
17/02/2008	243.88	0	1.1	0.47
18/02/2008	243.73	0	1.1	0.46
19/02/2008	243.62	0.2	0.8	0.45
20/02/2008	243.45	0.2	0.9	0.44
21/02/2008	243.25	0	0.5	0.42
22/02/2008	243.12	0	1	0.41
23/02/2008	243.01	0	0.9	0.4
24/02/2008	242.93	2.8	0.9	0.39
25/02/2008	242.79	8.6	0.3	0.39
26/02/2008	242.77	6	1.5	0.6
27/02/2008	242.75	11.4	0.1	0.58
28/02/2008	242.7	1.2	0.6	0.57
29/02/2008	242.66	1.6	0.6	0.46
01/03/2008	242.66	0.6	1.9	0.42
02/03/2008	242.68	3.2	0.4	0.4
03/03/2008	242.7	13.6	1.1	0.41
04/03/2008	242.69	0	1.4	0.56
05/03/2008	242.69	0	1.5	0.43
06/03/2008	242.76	0	0.7	0.37
07/03/2008	242.78	1.8	1.9	0.36
08/03/2008	242.79	7.6	0.4	0.35
09/03/2008	242.82	29	1	0.51
10/03/2008	242.92	6.6	0.8	0.98
11/03/2008	243.06	10.8	0.2	0.79
12/03/2008	243.51	0.8	2.2	0.86
13/03/2008	243.97	1.4	0.4	0.6
14/03/2008	244.37	0	1.8	0.54
15/03/2008	244.62	13.4	0.6	0.64
16/03/2008	244.65	0.4	1.6	0.82
17/03/2008	244.61	0.2	0.8	0.63
18/03/2008	244.59	0	1.6	0.55
19/03/2008	244.52	0	2.2	0.51
20/03/2008	244.44	2.8	1	0.49
21/03/2008	244.43	6	1.4	0.59
22/03/2008	244.31	3.4	1.3	0.61
23/03/2008	244.12	7.4	0.7	0.61
24/03/2008	243.98	3.8	0.8	0.65
25/03/2008	243.83	1.6	0.9	0.6
26/03/2008	243.78	7.6	1.1	0.63
27/03/2008	243.72	1.6	1.5	0.58
28/03/2008	243.7	8	1.2	0.66
29/03/2008	243.65	12.6	1.4	0.61
30/03/2008	243.71	5.6	1.4	1.02
31/03/2008	243.73	0.6	2	0.75
01/04/2008	243.82	0.4	2.1	0.62
02/04/2008	243.94	0	2.1	0.56
03/04/2008	244	0	2.1	0.53
04/04/2008	244.02	0.2	2.1	0.51
05/04/2008	244.01	0.2	1.8	0.5
06/04/2008	243.95	2.6	1.7	0.5
07/04/2008	243.83	0	1.5	0.48
08/04/2008	243.71	0	2	0.49
09/04/2008	243.58	0	2.3	0.46
10/04/2008	243.41	0	2.1	0.43
11/04/2008	243.25	0.8	2.6	0.42
12/04/2008	243.1	1.6	2.2	0.4
13/04/2008	242.98	3.8	1.9	0.4
14/04/2008	242.82	1	2.6	0.43
15/04/2008	242.77	0	2.3	0.39
16/04/2008	242.76	0	3	0.36
17/04/2008	242.76	5	3.3	0.34
18/04/2008	242.7	9.6	0.4	0.46
19/04/2008	242.6	3.2	2.2	0.55
20/04/2008	242.5	0.8	2	0.47
21/04/2008	242.38	3.8	0.1	0.47
22/04/2008	242.23	1.2	2.2	0.55
23/04/2008	242.09	0	3.3	0.44
24/04/2008	241.95	2	2.6	0.4
25/04/2008	241.8	0	3.3	0.36
26/04/2008	241.7	0	4.3	0.31
27/04/2008	241.62	0.6	3.3	0.29
28/04/2008	241.54	9.2	2.2	0.29
29/04/2008	241.5	24.8	1	0.54
30/04/2008	241.42	7.4	1.9	0.67
01/05/2008	241.32	3.2	2	0.54
02/05/2008	241.24	0	2.1	0.47
03/05/2008	241.23	0	3.7	0.39
04/05/2008	241.24	0.4	3	0.34
05/05/2008	241.24	0.2	2.6	0.32
06/05/2008	241.25	0	3.6	0.29
07/05/2008	241.24	0	4.2	0.27
08/05/2008	241.24	5.2	1.1	0.26
09/05/2008	241.21	11.8	1.1	0.31
10/05/2008	241.17	0	3.7	0.31
11/05/2008	241.13	0	4.8	0.26
12/05/2008	241.1	1.6	4.6	0.23
13/05/2008	241.08	9.4	3.3	0.23
14/05/2008	241.04	7.8	1.5	0.38
15/05/2008	241.01	0.8	3.2	0.45
16/05/2008	240.98	10.6	1.8	0.53
17/05/2008	240.94	3.6	2.2	0.56
18/05/2008	240.91	0	1.8	0.62
19/05/2008	240.89	0	2.5	0.39
20/05/2008	240.88	0.2	3.6	0.3
21/05/2008	240.87	0.6	3.5	0.26
22/05/2008	240.86	9.4	2.4	0.24
23/05/2008	240.84	26.2	2.1	0.26
24/05/2008	240.83	15.6	0.6	0.47
25/05/2008	240.83	4.4	3.3	0.59
26/05/2008	241.1	3.2	2.6	0.61
27/05/2008	241.39	6.2	2.8	0.46
28/05/2008	241.85	0.6	3.1	0.58
29/05/2008	242.54	6.8	2.9	0.41
30/05/2008	242.81	4.2	3.1	0.35
31/05/2008	242.97	0	3.3	0.3
01/06/2008	243.14	27.6	1.6	0.28
02/06/2008	243.28	2.8	0.9	0.73
03/06/2008	243.55	0.6	3.7	0.59
04/06/2008	243.89	0.6	3	0.43
05/06/2008	244.16	3.8	2.5	0.37
06/06/2008	244.24	0	3.5	0.33
07/06/2008	244.24	1	3.8	0.28
08/06/2008	244.17	0	3.9	0.27
09/06/2008	244.04	0	4.5	0.26
10/06/2008	243.89	0.2	4.7	0.24
11/06/2008	243.72	0	4.9	0.23
12/06/2008	243.57	1	3.6	0.22
13/06/2008	243.39	0.2	3.3	0.22
14/06/2008	243.22	0.8	2.5	0.21
15/06/2008	243.09	0	2.2	0.21
16/06/2008	242.96	0.2	3.7	0.21
17/06/2008	242.79	0.2	3.6	0.19
18/06/2008	242.76	4	2.7	0.18
19/06/2008	242.7	0.2	4.2	0.18
20/06/2008	242.59	0.2	2	0.18
21/06/2008	242.49	0.4	2.7	0.18
22/06/2008	242.36	0.2	4.3	0.17
23/06/2008	242.22	0	3.9	0.16
24/06/2008	242.09	0	4.2	0.17
25/06/2008	241.93	0.2	4.6	0.17
26/06/2008	241.77	0	4.2	0.15
27/06/2008	241.63	1	3.3	0.14
28/06/2008	241.53	0.4	3.2	0.13
29/06/2008	241.42	0.2	4.3	0.13
30/06/2008	241.3	0	4.7	0.13
01/07/2008	241.2	0.6	4	0.13
02/07/2008	241.09	1.8	2.9	0.11
03/07/2008	240.95	2.6	3.1	0.11
04/07/2008	240.84	7.4	1.2	0.11
05/07/2008	240.7	0.2	4.5	0.19
06/07/2008	240.59	7.4	2.3	0.16
07/07/2008	240.48	6	2.5	0.19
08/07/2008	240.34	1.2	3.3	0.19
09/07/2008	240.23	19.4	1.2	0.15
10/07/2008	240.14	4	3.2	0.35
11/07/2008	240.05	1.6	3.1	0.21
12/07/2008	239.95	0	2.8	0.21
13/07/2008	239.86	0	3	0.18
14/07/2008	239.77	0.2	2.9	0.15
15/07/2008	239.68	0.2	2.6	0.14
16/07/2008	239.61	0	3.3	0.13
17/07/2008	239.56	0.6	4.5	0.13
18/07/2008	239.51	0	2.1	0.12
19/07/2008	239.45	0	3.6	0.12
20/07/2008	239.36	0.2	4.3	0.11
21/07/2008	239.27	0.2	3.9	0.1
22/07/2008	239.2	0	4.2	0.1
23/07/2008	239.14	0	5.6	0.1
24/07/2008	239.09	0.2	6.3	0.09
25/07/2008	238.99	2.4	1.8	0.09
26/07/2008	238.89	0	3.2	0.09
27/07/2008	238.83	0	4.2	0.09
28/07/2008	238.8	7.8	3.1	0.08
29/07/2008	238.73	0.2	3.7	0.09
30/07/2008	238.68	0.4	4.7	0.08
31/07/2008	238.67	3.4	2.1	0.08
01/08/2008	238.59	5.8	3.3	0.08
02/08/2008	238.56	0.6	2.3	0.08
03/08/2008	238.52	5.4	1.3	0.08
04/08/2008	238.47	0	4.1	0.09
05/08/2008	238.44	0	3.7	0.09
06/08/2008	238.42	0.2	2.7	0.09
07/08/2008	238.41	5.8	1.9	0.09
08/08/2008	238.3	0.2	4	0.09
09/08/2008	238.27	1.6	2.8	0.09
10/08/2008	238.27	0	4.2	0.09
11/08/2008	238.26	12.8	2.2	0.09
12/08/2008	238.26	2.6	3	0.09
13/08/2008	238.13	0.4	3.5	0.08
14/08/2008	238.09	5.4	3.2	0.08
15/08/2008	238.05	2.8	2.8	0.08
16/08/2008	238.11	3	1	0.08
17/08/2008	238.04	3.8	2.6	0.08
18/08/2008	238.03	5.2	2.1	0.08
19/08/2008	237.96	0.4	2.7	0.08
20/08/2008	237.91	1.6	2.8	0.08
21/08/2008	237.89	0.2	2.6	0.07
22/08/2008	237.85	1.8	3.3	0.07
23/08/2008	237.82	3.8	2.4	0.07
24/08/2008	237.82	0.8	2.7	0.07
25/08/2008	237.74	0.2	1.6	0.07
26/08/2008	237.69	0.2	2.3	0.07
27/08/2008	237.67	0	2.5	0.06
28/08/2008	237.65	0	1.8	0.06
29/08/2008	237.65	0.4	2	0.07
30/08/2008	237.65	0.2	3.5	0.07
31/08/2008	237.59	1	1.8	0.06
01/09/2008	237.53	4.2	2.1	0.06
02/09/2008	237.58	12.8	1.9	0.22
03/09/2008	237.51	0.4	3	0.16
04/09/2008	237.49	27.8	1.4	0.12
05/09/2008	237.54	11.8	1.1	0.29
06/09/2008	237.4	4.8	1.8	0.36
07/09/2008	237.32	0.4	2.3	0.22
08/09/2008	237.31	0	2.4	0.16
09/09/2008	237.34	2.6	1.3	0.13
10/09/2008	237.3	4.8	1.9	0.12
11/09/2008	237.31	1.6	1.7	0.11
12/09/2008	237.24	15.8	2	0.11
13/09/2008	237.21	0.4	2.3	0.32
14/09/2008	237.19	0.4	1.9	0.19
15/09/2008	237.19	0	2.5	0.15
16/09/2008	237.2	0	2.2	0.12
17/09/2008	237.21	0.2	2.5	0.11
18/09/2008	237.18	0	2.5	0.09
19/09/2008	237.14	0.2	1.8	0.08
20/09/2008	237.13	0.2	2.3	0.08
21/09/2008	237.17	0	2.4	0.07
22/09/2008	237.14	0	2.1	0.08
23/09/2008	237.12	0.2	1.9	0.07
24/09/2008	237.1	0.8	1	0.07
25/09/2008	237.03	0.2	1.7	0.07
26/09/2008	237.02	0.2	2.1	0.07
27/09/2008	237.02	0.4	2.3	0.07
28/09/2008	237.02	0.4	2.1	0.07
29/09/2008	237.01	0.2	1.8	0.06
30/09/2008	237.02	1.6	1	0.06
01/10/2008	237.02	1.4	2	0.06
02/10/2008	236.98	2.6	1.9	0.07
03/10/2008	236.89	0.2	2	0.07
04/10/2008	236.88	12.4	0.9	0.07
05/10/2008	236.96	6.4	0.3	0.09
06/10/2008	236.84	7.2	0.9	0.12
07/10/2008	236.87	7.6	1.1	0.12
08/10/2008	236.74	0.4	1.5	0.14
09/10/2008	236.68	0.2	1.1	0.13
10/10/2008	236.7	0.2	1.6	0.11
11/10/2008	236.74	0	1.5	0.1
12/10/2008	236.74	0.2	2	0.09
13/10/2008	236.73	0	0.6	0.09
14/10/2008	236.7	2.2	0.5	0.08
15/10/2008	236.72	3.4	0.9	0.08
16/10/2008	236.68	0.8	1	0.08
17/10/2008	236.66	0	0.9	0.08
18/10/2008	236.64	0	1.2	0.08
19/10/2008	236.63	0	1.2	0.08
20/10/2008	236.67	16.8	0.3	0.08
21/10/2008	236.61	0	1.1	0.12
22/10/2008	236.53	0.2	1.1	0.13
23/10/2008	236.55	1.2	1.2	0.12
24/10/2008	236.56	4.6	0.6	0.12
25/10/2008	236.5	0.2	0.8	0.13
26/10/2008	236.57	12	0.2	0.13
27/10/2008	236.62	1.6	0.8	0.19
28/10/2008	236.58	1.2	0.8	0.17
29/10/2008	236.61	5	1	0.17
30/10/2008	236.79	14	0.7	0.2
31/10/2008	236.65	3	0.6	0.23
01/11/2008	236.72	6.6	0.2	0.28
02/11/2008	236.71	12.8	0.3	0.35
03/11/2008	236.99	0.8	0.1	0.41
04/11/2008	237.19	0	0.8	0.35
05/11/2008	237.37	0	0.6	0.26
06/11/2008	237.52	2	0.8	0.21
07/11/2008	237.59	4.6	0.8	0.2
08/11/2008	237.6	21	0.3	0.34
09/11/2008	237.58	6	0.7	0.45
10/11/2008	237.88	19	1	0.32
11/11/2008	238.18	2.4	0.8	0.68
12/11/2008	238.7	0.8	0.9	0.45
13/11/2008	239.16	3.4	0.2	0.35
14/11/2008	239.38	1.2	0.1	0.35
15/11/2008	239.55	0	0.4	0.33
16/11/2008	239.68	1	0.4	0.29
17/11/2008	239.79	4.2	0.3	0.28
18/11/2008	239.92	0.2	0.6	0.36
19/11/2008	239.97	0	0.4	0.38
20/11/2008	240.04	1.2	0	0.33
21/11/2008	240.1	1.8	0.7	0.3
22/11/2008	240.15	2.2	0.7	0.28
23/11/2008	240.21	11.6	0.6	0.31
24/11/2008	240.27	9.4	0.5	0.62
25/11/2008	240.23	0.4	0.9	0.78
26/11/2008	240.28	0.2	0.2	0.57
27/11/2008	240.44	1.8	0.6	0.48
28/11/2008	240.66	1.8	0.1	0.46
29/11/2008	240.86	1.4	0	0.44
30/11/2008	240.95	8.4	0	0.53
01/12/2008	241.06	0.2	0.6	0.77
02/12/2008	241.27	7	0.2	0.57
03/12/2008	241.7	5	0.4	0.61
04/12/2008	242.3	12.6	0	0.66
05/12/2008	242.63	4.2	0.7	0.8
06/12/2008	242.83	0	0.8	0.74
07/12/2008	243.08	0	0.7	0.62
08/12/2008	243.45	1.8	0.4	0.58
09/12/2008	243.65	2.8	0.2	0.57
10/12/2008	243.75	1.2	0.5	0.57
11/12/2008	243.82	0.2	0.1	0.56
12/12/2008	243.79	20.8	0.2	0.53
13/12/2008	243.86	8.4	0.2	0.75
14/12/2008	243.95	5.2	0.3	0.9
15/12/2008	244.2	0	0	0.8
16/12/2008	244.47	1.4	0.5	0.67
17/12/2008	244.65	0	0.4	0.6
18/12/2008	244.67	2.8	0.1	0.57
19/12/2008	244.6	0.2	0.2	0.55
20/12/2008	244.51	0	0.5	0.53
21/12/2008	244.39	0	1.1	0.5
22/12/2008	244.26	0	0.4	0.49
23/12/2008	244.15	0	0.1	0.47
24/12/2008	244.01	0	0.1	0.45
25/12/2008	243.89	0	0.4	0.44
26/12/2008	243.75	0	0.9	0.42
27/12/2008	243.61	0	0.9	0.4
28/12/2008	243.47	0	0.5	0.39
29/12/2008	243.32	0	0.6	0.37
30/12/2008	243.17	0	0.2	0.36
31/12/2008	243.06	0	0.4	0.35
01/01/2009	242.95	0	0	0.34
02/01/2009	242.83	0	0.6	0.34
03/01/2009	242.78	0	0.4	0.32
04/01/2009	242.77	0.3	0.3	0.29
05/01/2009	242.75	2.2	0.2	0.28
06/01/2009	242.67	0	0.7	0.33
07/01/2009	242.59	0	0.2	0.3
08/01/2009	242.5	0	0.7	0.29
09/01/2009	242.42	0	0.5	0.28
10/01/2009	242.3	0	1	0.26
11/01/2009	242.17	0	0.2	0.25
12/01/2009	242.06	5.4	0.2	0.29
13/01/2009	241.92	0.2	0.4	0.36
14/01/2009	241.78	0.6	0.2	0.34
15/01/2009	241.65	0.6	0.4	0.31
16/01/2009	241.53	6	0.1	0.3
17/01/2009	241.43	12	0	0.32
18/01/2009	241.36	15.4	0.8	0.45
19/01/2009	241.31	11.6	0.2	0.58
20/01/2009	241.23	0.6	0.5	0.61
21/01/2009	241.22	20.6	0.4	0.53
22/01/2009	241.39	14.2	0.1	0.66
23/01/2009	242.05	20.2	1	0.92
24/01/2009	243.09	17	0.4	1.05
25/01/2009	244.1	6.2	0.1	1.32
26/01/2009	245.14	3.4	0.3	1.41
27/01/2009	245.73	7.8	0.1	1.2
28/01/2009	245.85	1.2	0	1.05
29/01/2009	245.8	2	0.1	0.95
30/01/2009	245.74	0	0.9	0.86
31/01/2009	245.64	0	0.5	0.71
01/02/2009	245.47	0	0.7	0.67
02/02/2009	245.3	1	0.6	0.66
03/02/2009	245.1	0.2	0.3	0.64
04/02/2009	244.96	18.8	0.2	0.66
05/02/2009	244.78	16.4	0.3	0.81
06/02/2009	244.73	5.8	0.2	0.95
07/02/2009	244.93	2.6	1	1.19
08/02/2009	245.32	1.6	0.3	1.06
09/02/2009	245.54	31.2	0	1
10/02/2009	245.7	2.2	1.1	1.36
11/02/2009	246.08	0	0.6	1.34
12/02/2009	246.07	0	0.9	1.2
13/02/2009	245.91	0.2	0.7	1.07
14/02/2009	245.65	0	0.7	0.97
15/02/2009	245.38	0	0.7	0.9
16/02/2009	245.16	0	0.7	0.85
17/02/2009	244.95	0	0.7	0.8
18/02/2009	244.75	0	0.2	0.76
19/02/2009	244.55	2.2	0.4	0.74
20/02/2009	244.35	0	1.1	0.7
21/02/2009	244.15	0	1.1	0.67
22/02/2009	243.99	0.8	0.6	0.65
23/02/2009	243.86	0	0.7	0.62
24/02/2009	243.71	0	1	0.6
25/02/2009	243.55	0	1.1	0.58
26/02/2009	243.4	0	0.5	0.56
27/02/2009	243.29	0.6	1	0.55
28/02/2009	243.22	0	1.1	0.53
01/03/2009	243.11	0	0.6	0.52
02/03/2009	242.96	1	1.2	0.51
03/03/2009	242.87	26.8	0.4	0.5
04/03/2009	242.84	7	0.9	0.62
05/03/2009	242.77	4.4	0.8	0.67
06/03/2009	242.77	1.2	0.9	0.7
07/03/2009	242.83	4.6	1	0.66
08/03/2009	243.02	3	1.7	0.6
09/03/2009	243.19	0.6	1.5	0.57
10/03/2009	243.39	3.8	1.4	0.55
11/03/2009	243.45	0.2	0.8	0.51
12/03/2009	243.52	0	0.7	0.47
13/03/2009	243.57	0	1.7	0.45
14/03/2009	243.56	0.2	1.9	0.42
15/03/2009	243.47	0	1.4	0.4
16/03/2009	243.41	0	1.9	0.39
17/03/2009	243.34	0	2.4	0.37
18/03/2009	243.27	0	2.4	0.36
19/03/2009	243.2	0	3.2	0.34
20/03/2009	243.09	0	2.5	0.33
21/03/2009	242.99	0	2.5	0.32
22/03/2009	242.87	0	0.9	0.3
23/03/2009	242.79	0.6	2	0.3
24/03/2009	242.77	0	2.3	0.29
25/03/2009	242.76	0.6	1.3	0.28
26/03/2009	242.73	2.8	0.8	0.29
27/03/2009	242.68	4.8	1.5	0.31
28/03/2009	242.61	5.8	1.4	0.31
29/03/2009	242.5	0	1.3	0.32
30/03/2009	242.37	0	2.3	0.32
31/03/2009	242.24	0	2.2	0.31
01/04/2009	242.12	0	2.1	0.31
02/04/2009	241.97	0	2.3	0.29
03/04/2009	241.83	3.2	1.7	0.29
04/04/2009	241.67	0.2	2.2	0.28
05/04/2009	241.57	0	2.3	0.28
06/04/2009	241.51	3.8	1.1	0.27
07/04/2009	241.42	8.8	1.8	0.27
08/04/2009	241.33	9.6	0.5	0.28
09/04/2009	241.24	0.8	1.7	0.3
10/04/2009	241.17	5.6	1.1	0.29
11/04/2009	241.05	0	2.2	0.44
12/04/2009	240.92	0	2.4	0.34
13/04/2009	240.86	1	2.4	0.36
14/04/2009	240.78	14	1	0.28
15/04/2009	240.72	15	0.3	0.26
16/04/2009	240.66	6.6	1.7	0.26
17/04/2009	240.61	0	2.4	0.47
18/04/2009	240.6	0	2.2	0.65
19/04/2009	240.65	0	1.5	0.39
20/04/2009	240.74	0	2.8	0.32
